Codigo_Item,Descripcion_Item,Fg_Tipo,Descripcion_Tipo_Item,Fg_Estado
90690,VACUNA VIVA DE LA FIEBRE TIFOIDEA ORAL,CP,Procedimiento (CPT),1
90691,VACUNA DE LA FIEBRE TIFOIDEA POLISACÁRIDO CAPSULAR VI (VICPS) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90692,VACUNA DE LA FIEBRE TIFOIDEA INACTIVADA POR CALOR Y FENOL (H-P) PARA USO SUBCUTÁNEO O INTRADÉRMICO,CP,Procedimiento (CPT),1
90693,VACUNA DE LA FIEBRE TIFOIDEA INACTIVADA CON ACETONA LIOFILIZADA (AKD) PARA INYECCIÓN SUBCUTÁNEA (MILITARES DE U.S.A.),CP,Procedimiento (CPT),1
90696,VACUNA PARA DIFTERIA TÉTANOS PERTUSIS ACELULAR Y POLIO INACTIVADOS (DTAP-IPV) CUANDO SE ADMINISTRA A NIÑOS DE 4 A 6 AÑOS POR VÍA INTRAMUSCULAR,CP,Procedimiento (CPT),1
90698,VACUNA DE DIFTERIA TOXOIDE TETÁNICO VACUNA DE PERTUSIS ACELULAR HEMOFILOUS INFLUENZA TIPO B Y VACUNA DE POLIOVIRUS INACTIVA (DTAP-HIB-IPV) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90700,TOXOIDES DE DIFTERIA Y DEL TÉTANOS VACUNA ACELULAR PARA PERTUSSIS (DTAP) PARA INDIVIDUOS MENORES DE 7 AÑOS PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90701,ADMINISTRACIÓN DE DPT,CP,Procedimiento (CPT),0
90702,TOXOIDES DE LA DIFTERIA Y DEL TÉTANOS (DT) ADSORBIDA PARA INDIVIDUOS MENORES DE 7 AÑOS PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),0
90703,TOXOIDE TETÁNICO ADSROBIDO PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90704,VACUNA VIVA DEL VIRUS DE LA PAROTIDITIS PARA INYECCIÓN SUBCUTÁNEA,CP,Procedimiento (CPT),1
90705,VACUNA VIVA DEL VIRUS DEL SARAMPIÓN PARA INYECCIÓN SUBCUTÁNEA,CP,Procedimiento (CPT),1
90706,VACUNA VIVA DEL VIRUS DE LA RUBÉOLA PARA INYECCIÓN SUBCUTÁNEA,CP,Procedimiento (CPT),1
90707,VACUNA VIVA DE LOS VIRUS DEL SARAMPIÓN PAROTIDITIS Y RUBÉOLA (MMR) PARA INYECCIÓN SUBCUTÁNEA,CP,Procedimiento (CPT),0
90708,VACUNA VIVA DE LOS VIRUS DEL SARAMPIÓN Y RUBÉOLA PARA INYECCIÓN SUBCUTÁNEA,CP,Procedimiento (CPT),0
90710,VACUNA VIVA DEL SARAMPIÓN PAROTIDITIS RUBÉOLA Y VARICELA (MMRV) PARA USO SUBCUTÁNEO,CP,Procedimiento (CPT),1
90711,ADMINISTRACIÓN DE VACUNA CONTRA SARAMPIÓN,CP,Procedimiento (CPT),1
90712,VACUNA VIVA DE POLIOVIRUS (CUALQUIER TIPO) (OPV) PARA USO ORAL,CP,Procedimiento (CPT),0
90713,VACUNA DE POLIOVIRUS INACTIVADA (IPV) PARA USO SUBCUTÁNEO,CP,Procedimiento (CPT),0
90714,TOXOIDE TETÁNICO Y DIFETÉRICO (TD) ADSOBIDO LIBRE DE PRESERVANTE CUANDO SE ADMINISTRA EN INDIVIDUOS DE 7 AÑOS O MAYORES PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),0
90715,VACUNA PARA TÉTANOS TOXOIDE DIFTÉRICO Y VACUNA ACELULAR DE PERTUSIS (TDAP) CUANDO SE ADMINISTRA A INDIVIDUOS DE 7 AÑOS O MAS PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),0
90716,VACUNA VIVA DE VIRUS DE LA VARICELA PARA USO SUBCUTÁNEO,CP,Procedimiento (CPT),0
90717,VACUNA VIVA DE LA FIEBRE AMARILLA PARA USO SUBCUTÁNEO,CP,Procedimiento (CPT),0
90718,TOXOIDES ABSORBIDOS DEL TÉTANOS Y DE LA DIFTERIA (TD) PARA USO EN ADULTOS PARA INYECCIÓN INTRAMUSCULAR O A CHORRO,CP,Procedimiento (CPT),1
90719,TOXOIDE DE LA DIFTERIA PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90720,TOXOIDES DE DIFTERIA Y DEL TÉTANOS Y VACUNA DE CÉLULAS ENTERAS DE LA PERTUSSIS Y VACUNA DE HEMOPHILUS INFLUENZA B (DTP-HIB) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90721,TOXOIDES DE LA DIFTERIA Y DEL TÉTANOS Y VACUNA ACELULAR DE LA PERTUSSIS Y DEL HEMOPHILUS INFLUENZA B (DTAP-HIB) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90722,VACUNA DPT-HVB-HIB,CP,Procedimiento (CPT),1
90723,DIFTERIA TOXOIDE TETÁNICO VACUNA CONTRA PERTUSIS ACELULAR HEPATITIS B Y VACUNA POLIOVIRUS INACTIVADA (DTAPHEPB-IPV) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),0
90725,VACUNA DEL CÓLERA PARA USO INYECTABLE,CP,Procedimiento (CPT),1
90727,VACUNA DE LA PESTE PARA INYECCIÓN INTRAMUSCULAR,CP,Procedimiento (CPT),1
90732,VACUNA PNEUMOCÓCCICA DE POLISACÁRIDOS POLIVALENTE (DE 23 TIPOS DE S. PNEUMONIAE) DOSIS ADULTA O PARA PACIENTE INMUNOSUPRIMIDO CUANDO SE ADMINISTRA A INDIVIDUOS DE 2 AÑOS O MÁS PARA USO SUBCUTÁNEO O INTRAMUSCULAR,CP,Procedimiento (CPT),1
90733,VACUNA MENINGOCÓCCICA DE POLISACÁRIDOS (CUALQUIER GRUPO) PARA INYECCIÓN SUBCUTÁNEA,CP,Procedimiento (CPT),1
90734,VACUNA CONJUGADA MENINGOCÓCICA SEROGRUPO A C Y Y W-135 (TETRAVALENTE) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90735,VACUNA DEL VIRUS DE LA ENCEFALITIS JAPONESA PARA USO SUBCUTÁNEO,CP,Procedimiento (CPT),1
90736,VACUNA ZOSTER (SHINGLES) VIVA PARA INYECCIÓN SUBCUTANEA,CP,Procedimiento (CPT),1
90738,VACUNA PARA VIRUS DE ENCEFALITIS JAPONESA INACTIVADA PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90739,VACUNA PARA HEPATITIS B DOSIFICACIÓN DE ADULTOS (ESQUEMA DE 2 DOSIS) INYECCIÓN INTRAMUSCULAR,CP,Procedimiento (CPT),1
90740,VACUNA CONTRA HEPATITIS B DOSIS PARA PACIENTE DE DIALISIS O INMUNOSUPRIMIDO (ESQUEMA DE 3 DOSIS) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90743,VACUNA CONTRA HEPATITIS B ADOLESCENTES (ESQUEMA DE 2 DOSIS) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90744,VACUNA DE LA HEPATITIS B DOSIS PEDIÁTRICA O PEDIÁTRICA/ADOLESCENTE (ESQUEMA DE 3 DOSIS) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),0
90746,VACUNA DE LA HEPATITIS B DOSIS ADULTA (ESQUEMA DE 3 DOSIS) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),0
90747,VACUNA DE LA HEPATITIS B DOSIS PARA PACIENTE EN DIÁLISIS O INMUNOSUPRIMIDO (ESQUEMA DE 4 DOSIS) PARA USOINTRAMUSCULAR,CP,Procedimiento (CPT),1
90748,VACUNA DE HEPATITIS B Y HEMOPHILUS INFLUENZA B (HEPB-HIP) PARA USO INTRAMUSCULAR,CP,Procedimiento (CPT),1
90749,VACUNA/TOXOIDE QUE NO APARECEN EN LA LISTA,CP,Procedimiento (CPT),1
90749.01,VACUNA CONTRA EL SARSCOV2 VIRUS INACTIVADO MONODOSIS DE 0.5 ML  IM,CP,Procedimiento (CPT),0
90761,INFUSIÓN INTRAVENOSA HIDRATACIÓNCADA HORA ADICIONAL (LÍSTELO SEPARADAMENTE ADEMÁS DE PONER EL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90765,INFUSIÓN INTRAVENOSA PARA TERAPIA PROFILAXIS O DIAGNÓSTICO/ESPECIFICA SUSTANCIA O DROGA) INICIAL HASTA UNA HORA,CP,Procedimiento (CPT),1
90766,INFUSIÓN INTRAVENOSA PARA TERAPIA PROFILAXIS O DIAGNÓSTICO/ESPECIFICA SUSTANCIA O DROGA) CADA HORA ADICIONAL) (LÍSTELO SEPARADAMENTE ADEMÁS DE PONER EL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90767,INFUSIÓN INTRAVENOSA PARA TERAPIA PROFILAXIS O DIAGNÓSTICO/ESPECIFICA SUSTANCIA O DROGA) INFUSIÓN SECUENCIAL ADICIONAL HASTA UNA HORA) (LÍSTELO SEPARADAMENTE ADEMÁS DE PONER EL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90768,INFUSIÓN INTRAVENOSA PARA TERAPIA PROFILAXIS O DIAGNÓSTICO/ESPECIFICA SUSTANCIA O DROGA) INFUSIÓN CONCURRENTE (LÍSTELO SEPARADAMENTE ADEMÁS DE PONER EL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90769,INFUSIÓN SUBCUTANEA PARA TERAPIA PROFILAXIS (ESPECÍFICA SUSTANCIA O DROGA) INICIAL HASTA UNA HORA INCLUYENDO BOMBA DE INFUSIÓN Y UN SITIO(S) ESTABLECIDO DE INFUSIÓN SUBCUTANEA,CP,Procedimiento (CPT),1
90770,INFUSIÓN SUBCUTANEA PARA TERAPIA O PROFILAXIS (ESPECÍFICA SUSTANCIA O DROGA) CADA HORA ADICIONAL (LÍSTELO SEPARADAMENTE ADEMÁS DE PONER EL CODIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90771,INFUSIÓN SUBCUTÁNEA DE PARA TERAPIA O PROFILAXIS (ESPECIFICAR SUSTANCIA O DROGA) ADICIONALES. BOMBA PUESTA EN MARCHA CON EL ESTABLECIMIENTO DE NUEVAS INFUSIÓN SUBCUTÁNEA SITIO (S) (LISTA POR SEPARADO ADEMÁS DE CÓDIGO DE PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90772,INYECCIÓN DIAGNÓSTICA PROFILÁCTICA O TERAPÉUTICA (ESPECIFICAR LA SUSTANCIA O FÁRMACO) VÍA SUBCUTÁNEA O INTRAMUSCULAR,CP,Procedimiento (CPT),1
90773,INYECCIÓN TERAPÉUTICA PROFILÁCTICA O DE DIAGNÓSTICO (ESPECIFICAR SUSTANCIA O DROGA) INTRA-ARTERIAL,CP,Procedimiento (CPT),1
90774,INYECCIÓN TERAPÉUTICA PROFILÁCTICA O DE DIAGNÓSTICO (ESPECIFICAR SUSTANCIA O DROGA) PUSH INTRAVENOSO SUBSTANCIA/FÁRMACO ÚNICO O INICIAL,CP,Procedimiento (CPT),1
90775,INYECCIÓN TERAPÉUTICA PROFILÁCTICA O DE DIAGNÓSTICO (ESPECIFICAR SUSTANCIA O DROGA) CADA PUSH INTRAVENOSO ADICIONAL SECUENCIAL DE UNA NUEVA SUBSTANCIA/FÁRMACO. REGISTRAR POR SEPARADO ADICIONALMENTE AL CODIGO DEL PROCEDIMIENTO PRIMARIO,CP,Procedimiento (CPT),1
90776,INYECCIÓN TERAPÉUTICA PROFILÁCTICA O DE DIAGNÓSTICO (ESPECIFICAR SUSTANCIA O DROGA) CADA PUSH INTRAVENOSO ADICIONAL SECUENCIAL DE LA MISMA SUBSTANCIA/FÁRMACO PROVISTO EN UN ESTABLECIMIENTO. REGISTRAR POR SEPARADO ADICIONALMENTE AL CODIGO DEL PROCEDIMIENTO PRIMARIO,CP,Procedimiento (CPT),1
90779,INYECCIÓN O INFUSIÓN TERAPÉUTICA PROFILÁCTICA O DE DIAGNÓSTICO INTRAVENOSO O INTRAARTERIAL NO LISTADO,CP,Procedimiento (CPT),1
90779.01,INFUSIÓN DE CELULAS PROGENITORAS,CP,Procedimiento (CPT),1
90779.02,REINFUSIÓN DE CELULAS PROGENITORAS,CP,Procedimiento (CPT),1
90780,INFUSIÓN INTRAVENOSA PARA DIAGNÓSTICO O TERAPIA ADMINISTRADA POR EL MÉDICO O BAJO SU SUPERVISIÓN DIRECTA,CP,Procedimiento (CPT),1
90781,CADA HORA ADICIONAL HASTA OCHO (8) HORAS (ANOTAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90782,INYECCIÓN PROFILÁCTICA DIAGNÓSTICA O TERAPÉUTICA SUBCUTÁNEA O INTRAMUSCULAR,CP,Procedimiento (CPT),1
90783,INYECCIÓN PROFILÁCTICA DIAGNÓSTICA O TERAPÉUTICA INTRAARTERIAL,CP,Procedimiento (CPT),1
90784,INYECCIÓN PROFILÁCTICA DIAGNÓSTICA O TERAPÉUTICA INTRAVENOSA,CP,Procedimiento (CPT),1
90785,COMPLEJIDAD INTERACTIVA (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90788,INYECCIÓN INTRAMUSCULAR DE ANTIBIÓTICO (ESPECIFIQUE),CP,Procedimiento (CPT),1
90791,EVALUACIÓN DIAGNÓSTICA PSIQUIÁTRICA,CP,Procedimiento (CPT),1
90792,EVALUACIÓN DIAGNÓSTICA PSIQUIÁTRICA CON SERVICIOS MÉDICOS,CP,Procedimiento (CPT),1
90799,CANALIZACION DE VIA CENTRAL,CP,Procedimiento (CPT),1
90801,ENTREVISTA PSIQUIATRICA DE DIAGNÓSTICO,CP,Procedimiento (CPT),1
90802,ENTREVISTA SIQUIÁTRICA DE DIAGNÓSTICO USANDO EQUIPOS DISPOSITIVOS O INTERPRETE DEL LENGUAJE U OTROS MECANISMOS DE COMUNICACIÓN,CP,Procedimiento (CPT),1
90804,PSICOTERAPIA INDIVIDUAL EN CONSULTORIO AMBULATORIO O HOSPITALIZACIÓN ORIENTADA A MODIFICAR Y/O DAR SOPORTE AL COMPORTAMIENTO QUE DURA APROXIMADAMENTE 45 A 60 MINUTOS CARA A CARA CON EL PACIENTE,CP,Procedimiento (CPT),1
90805,ATENCIÓN PSIQUIÁTRICA CON SESIÓN DE PSICOTERAPIA,CP,Procedimiento (CPT),1
90806,PSICOTERAPIA INDIVIDUAL DE SOPORTE PSICODINÁMICA O PSICOEDUCATIVA O DE AFRONTE COGNITIVO CONDUCTUAL DE 45-60 MINUTOS DE DURACIÓN CARA A CARA REALIZADO POR PSICOLÓGO,CP,Procedimiento (CPT),1
90806.01,ESTUDIO PSICOLÓGICO INICIAL,CP,Procedimiento (CPT),1
90806.02,ESTUDIO PSICOLÓGICO PARA REHABILITACIÓN PROFESIONAL,CP,Procedimiento (CPT),1
90806.03,REEVALUCION PSICOLÓGICA,CP,Procedimiento (CPT),1
90806.04,EVALUACIÓN PSICOLÓGICA (INCLUYE APLICACIÓN DE TEST - PSICOMETRÍA),CP,Procedimiento (CPT),1
90806.05,EVOLUCIÓN PSICOLÓGICA,CP,Procedimiento (CPT),1
90806.06,SEGUIMIENTO EN TERAPIAS,CP,Procedimiento (CPT),1
90806.07,VISITA (DOMICILIARIA ESCOLAR Y/O LABORAL),CP,Procedimiento (CPT),1
90832,PSICOTERAPIA 30 MINUTOS CON EL PACIENTE Y/O MIEMBRO DE LA FAMILIA,CP,Procedimiento (CPT),1
90833,PSICOTERAPIA 30 MINUTOS CON EL PACIENTE Y/O MIEMBRO DE LA FAMILIA CUANDO SE REALIZA CON UN SERVICIO DE EVALUACIÓN Y MANEJO (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90834,PSICOTERAPIA 45 MINUTOS CON EL PACIENTE Y/O MIEMBRO DE LA FAMILIA,CP,Procedimiento (CPT),1
90836,PSICOTERAPIA 45 MINUTOS CON EL PACIENTE Y/O MIEMBRO DE LA FAMILIA CUANDO SE REALIZA CON UN SERVICIO DE EVALUACIÓN Y MANEJO (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90837,PSICOTERAPIA 60 MINUTOS CON EL PACIENTE Y/O MIEMBRO DE LA FAMILIA,CP,Procedimiento (CPT),1
90838,PSICOTERAPIA 60 MINUTOS CON EL PACIENTE Y/O MIEMBRO DE LA FAMILIA CUANDO SE REALIZA CON UN SERVICIO DE EVALUACIÓN Y MANEJO (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90839,PSICOTERAPIA POR CRISIS PRIMEROS 60 MINUTOS,CP,Procedimiento (CPT),1
90840,PSICOTERAPIA POR CRISIS CADA 30 MINUTOS ADICIONALES (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90845,PSICOANÁLISIS,CP,Procedimiento (CPT),1
90846,SESIÓN DE PSICOTERAPIA DE FAMILIA (SIN EL PACIENTE PRESENTE) REALIZADO POR MÉDICO,CP,Procedimiento (CPT),1
90847,PSICOTERAPIA DE LA FAMILIA (PSICOTERAPIA CONJUNTA) (CON EL PACIENTE PRESENTE),CP,Procedimiento (CPT),1
90849,SESIÓN DE PSICOTERAPIA DE GRUPO QUE INCLUYE MÚLTIPLES GRUPOS FAMILIARES,CP,Procedimiento (CPT),1
90853,PSICOTERAPIA DE GRUPO (RELIZADO POR MEDICO),CP,Procedimiento (CPT),1
90857,PSICOTERAPIA INTERACTIVA DE GRUPO,CP,Procedimiento (CPT),1
90860,PSICOTERAPIA COGNITIVO CONDUCTUAL,CP,Procedimiento (CPT),1
90861,TERAPIA DE RELAJACIÓN,CP,Procedimiento (CPT),1
90862,MANEJO FARMACOLÓGICO CON MÍNIMA PSICOTERAPIA,CP,Procedimiento (CPT),1
90863,MANEJO FARMACOLÓGICO INCLUYENDO PRESCRIPCIÓN Y REVISIÓN DE LA MEDICACIÓN CUANDO ES REALIZADO JUNTO CON SERVICIOS DE PSICOTERAPIA (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
90863.01,MANEJO FARMACOLÓGICO INCLUYENDO PRESCRIPCIÓN Y REVISIÓN DE LA MEDICACIÓN CUANDO ES REALIZADO JUNTO CON SERVICIOS DE PSICOTERAPIA MEDIANTE TALLERES,CP,Procedimiento (CPT),1
90863.02,MANEJO FARMACOLÓGICO INCLUYENDO PRESCRIPCIÓN Y REVISIÓN DE LA MEDICACIÓN CUANDO ES REALIZADO JUNTO CON SERVICIOS DE PSICOTERAPIA FAMILIAR,CP,Procedimiento (CPT),1
90863.03,MANEJO FARMACOLÓGICO INCLUYENDO PRESCRIPCIÓN Y REVISIÓN DE LA MEDICACIÓN CUANDO ES REALIZADO JUNTO CON SERVICIOS DE PSICOTERAPIA MULTIFAMILIAR,CP,Procedimiento (CPT),1
90864,MANEJO FARMACOLÓGICO INCLUYENDO PRESCRIPCIÓN Y REVISIÓN DE LA MEDICACIÓN CUANDO ES REALIZADO JUNTO CON SERVICIOS DE PSICOTERAPIA INDIVIDUAL PSICODINÁMICA,CP,Procedimiento (CPT),1
90865,NARCOSÍNTESIS PARA PROPOSITOS PSIQUIÁTRICOS DIAGNÓSTICOS Y TERAPÉUTICOS (P EJ. ENTREVISTA CON AMOBARBITAL SÓDICO (AMYTAL)),CP,Procedimiento (CPT),1
90866,TERAPIA DE JUEGO,CP,Procedimiento (CPT),1
90867,ESTIMULACIÓN TERAPÉUTICA MAGNÉTICA TRANSCRANEAL REPETITIVA (TMS) INICIAL INCLUYENDO MAPEO CORTICAL DETERMINACIÓN DE UMBRAL MOTOR ENTREGA Y MANEJO,CP,Procedimiento (CPT),1
90868,ESTIMULACIÓN TERAPÉUTICA MAGNÉTICA TRANSCRANEAL REPETITIVA (TMS) ENTREGA SUBSIGUIENTE Y MANEJO POR SESIÓN,CP,Procedimiento (CPT),1
90869,ESTIMULACIÓN TERAPÉUTICA MAGNÉTICA TRANSCRANEAL REPETITIVA (TMS) RE-DETERMINACIÓN DE UMBRAL MOTOR SUBSIGUIENTE CON ENTREGA Y MANEJO,CP,Procedimiento (CPT),1
90870,TERAPIA ELECTROCONVULSIVA (INCLUYE EL MONITOREO NECESARIO),CP,Procedimiento (CPT),1
90871,TERAPIA ELECTROCONVULSIVA (INCLUYE EL MONITOREO) MÚLTIPLES CONVULSIONES POR DÍA,CP,Procedimiento (CPT),1
90872,TALLER DE HABILIDADES SOCIALES,CP,Procedimiento (CPT),1
90873,TALLER DE AUTOMEDICACIÓN,CP,Procedimiento (CPT),1
90874,TRATAMIENTO ELECTROPLEXIA SIN SEDACIÓN,CP,Procedimiento (CPT),1
90874.01,TRATAMIENTO ELECTROPLEXIA CON SEDACIÓN,CP,Procedimiento (CPT),1
90875,TERAPIA INDIVIDUAL PSICOFISIOLÓGICA QUE INCORPORA LA BIORRETROALIMENTACIÓN BAJO CUALQUIER MODALIDAD (CARA A CARA CON EL PACIENTE) CON LA PSICOTERAPIA (EJEMPLO: ORIENTADO A INTROSPECCIÓN MODIFICACIÓN DE COMPORTAMIENTO O PSICOTERAPIA DE SOPORTE) 30 MINUTOS,CP,Procedimiento (CPT),1
90876,TERAPIA INDIVIDUAL PSICOFISIOLÓGICA QUE INCORPORA LA BIORRETROALIMENTACIÓN BAJO CUALQUIER MODALIDAD (CARA A CARA CON EL PACIENTE) CON LA PSICOTERAPIA (EJEMPLO: ORIENTADO A INTROSPECCIÓN MODIFICACIÓN DE COMPORTAMIENTO O PSICOTERAPIA DE SOPORTE) 45 MINUTOS,CP,Procedimiento (CPT),1
90880,SESIÓN DE HIPNOTERAPIA,CP,Procedimiento (CPT),1
90882,INTERVENCIÓN SOBRE EL AMBIENTE - CON PROPÓSITOS DE MANEJO MÉDICO A FAVOR DEL BIENESTAR PSIQUIÁTRICO DEL PACIENTE - CON AGENCIAS EMPLEADORES O INSTITUCIONES,CP,Procedimiento (CPT),1
90885,EVALUACIÓN PSIQUIÁTRICA DE LA HISTORIA CLÍNICA OTROS REPORTES PSIQUIÁTRICOS PSICOMÉTRICOS PRUEBAS PROYECTIVAS Y OTROS DATOS ACUMULADOS CON PROPÓSITOS DE DIAGNÓSTICO MÉDICO,CP,Procedimiento (CPT),1
90887,INTERPRETACIÓN O EXPLICACIÓN DE LOS RESULTADOS DE EXÁMENES MÉDICOS PSIQUIÁTRICOS Y PROCEDIMIENTOS O DE OTRO TIPO DE DATOS ACUMULADOS A LA FAMILIA U OTRAS PERSONAS RESPONSABLES O PARA INFORMARLES CÓMO AYUDAR A AL PACIENTE,CP,Procedimiento (CPT),1
90889,PREPARACIÓN DEL INFORME SOBRE EL ESTADO PSIQUIÁTRICO DEL PACIENTE HISTORIA TRATAMIENTO O SOBRE EL PROGRESO (QUE NO SEA LEGAL O PARA FINES DE CONSULTA) PARA OTROS MÉDICOS O AGENCIAS DE SEGUROS,CP,Procedimiento (CPT),1
90899,OTRO PROCEDIMIENTO PSIQUIÁTRICO NO LISTADO,CP,Procedimiento (CPT),1
90901,ENTRENAMIENTO POR BIORRETROALIMENTACIÓN DE CUALQUIER MODALIDAD,CP,Procedimiento (CPT),1
90911,ENTRENAMIENTO EMPLEANDO TÉCNICAS DE BIORRETROALIMENTACIÓN MÚSCULOS PERINEALES ESFÍNTER ANORRECTALO URETRAL INCLUYENDO ELECTROMIOGRAFIA Y/O MANOMETRÍA,CP,Procedimiento (CPT),1
90935,PROCEDIMIENTO DE HEMODIÁLISIS CRÓNICA CON UNA SÓLA EVALUACIÓN MÉDICA POR MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO,CP,Procedimiento (CPT),1
90937,PROCEDIMIENTO DE HEMODIÁLISIS QUE REQUIERE REPETIDA(S) EVALUACIÓN(ES) CON O SIN UNA REVISIÓN MÉDICA SUBSTANCIAL DE LA PRESCRIPCIÓN DE LA DIÁLISIS,CP,Procedimiento (CPT),1
90940,ESTUDIO DEL FLUJO DEL ACCESO DE LA HEMODIÁLISIS PARA DETERMINAR EL FLUJO DE SANGRE EN INJERTOS Y FÍSTULAS ARTERIOVENOSAS POR MÉTODO DE INDICADOR,CP,Procedimiento (CPT),1
90945,DIÁLISIS CON EXCEPCIÓN DE HEMODIALISIS (P. EJ. DIÁLISIS PERITONEAL HEMOFILTRACIÓN U OTRAS TERAPIAS RENALES CONTINUAS DEL REEMPLAZO) CON UNA SOLA EVALUACIÓN MÉDICA U OTRO PROFESIONAL DE LA SALUD CALIFICADO,CP,Procedimiento (CPT),1
90947,DIÁLISIS CON EXCEPCIÓN DE HEMODIÁLISIS (P. EJ. DIÁLISIS PERITONEAL HEMOFILTRATION U OTRAS TERAPIAS RENALES CONTINUAS DEL REEMPLAZO) QUE REQUIERE REPETIDA(S) EVALUACION(ES) MÉDICA(S) QUE REQUIERE EVALUACIONES REPETIDAS POR MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO CON O SIN REVISIÓN SUSTANCIAL DE LA PRESCRIPCIÓN DE DIÁLISIS,CP,Procedimiento (CPT),1
90951,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES MENORES DE 2 AÑOS DE EDAD INCLUYENDO EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y CONSEJERÍA DE PADRES CON 4 O MÁS VISITAS CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90952,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES MENORES DE 2 AÑOS DE EDAD INCLUYENDO EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y CONSEJERÍA DE PADRES CON 2-3 VISITAS CARA A CARA CON EL MÉDICO U OTRO PERSONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90953,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES MENORES DE 2 AÑOS DE EDAD INCLUYENDO EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y CONSEJERÍA DE PADRES CON 1 VISITA CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90954,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES DE 2-11 AÑOS DE EDAD INCLUYENDO EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y CONSEJERÍA DE PADRES CON 4 O MÁS VISITAS CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
